realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
1437.91156,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,96,3,0.43828144,0.111252678,682.5356198,36.14071458,763.3884084,53.1940026,4.89923,52.37203
1062.967216,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,9,92,2,0.832102427,0.960239444,549.3870067,29.09040705,599.1761172,41.75145389,4.88267,52.37713
584.913177,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,93,1,2.00649264,0.203310423,418.3684932,22.1528897,480.1328381,33.45634693,4.892,52.35521
571.5557847,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,92,1,3.03897814,1.603818728,145.5489303,7.706912571,187.5561602,13.06918308,4.933,52.361
167.3189136,Private room,FALSE,TRUE,2,FALSE,1,0,8,87,1,4.867732453,1.578505464,82.76859448,4.382652073,102.4639424,7.139834924,4.95376,52.3964
792.7729478,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,98,2,1.360556254,0.466626478,360.3941795,19.08311127,470.8076922,32.80655735,4.901,52.362
909.4743749,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,8,86,2,2.135919333,0.256965271,405.4865529,21.4707824,460.6767384,32.10061792,4.88701,52.3544
228.71605,Private room,FALSE,TRUE,3,TRUE,0,0,10,98,1,7.628766278,2.927772903,61.79216883,3.271936398,76.46660101,5.328302773,4.79162,52.34422
378.6937876,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,83,1,3.326725232,1.330569556,181.2981484,9.599857422,216.2285847,15.06711887,4.86162,52.35037
295.0343308,Private room,FALSE,TRUE,2,FALSE,0,1,8,86,1,4.880430261,0.884337244,107.3347369,5.683445639,132.6991373,9.246666802,4.84422,52.34116
356.197127,Private room,FALSE,TRUE,4,TRUE,0,0,10,95,1,2.169252732,0.212112619,224.4335562,11.88390593,291.785726,20.33204919,4.91118,52.35718
2486.115342,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,2.375832623,1.436053721,181.1983552,9.594573304,225.3042029,15.69952101,4.85869,52.37677
233.6371945,Private room,FALSE,TRUE,2,FALSE,1,0,10,90,1,4.719735856,0.322263471,108.0248801,5.719989179,134.7752768,9.39133519,4.83611,52.3491
317.0623111,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,0.598354501,0.751992981,440.4765152,23.32352416,625.9475624,43.61692671,4.88897,52.37798
